step;time_ps;potential_energy_kJ_mol;kinetic_energy_kJ_mol;total_energy_kJ_mol;temperature_K
1210;12,1;-113,556661358609;7497,19847859628;7383,64181723767;300,568572414506
1211;12,11;-113,897692759652;7488,66042809695;7374,76273533729;300,226275267496
1212;12,12;-113,92962550384;7487,03283522202;7373,10320971818;300,161023791457
1213;12,13;-113,827597274198;7469,31471841533;7355,48712114114;299,450690579703
1214;12,14;-113,964618141536;7408,50049089603;7294,53587275449;297,012600458419
1215;12,15;-114,642195599008;7406,20094100655;7291,55874540754;296,92040969817
1216;12,16;-115,450620175378;7381,4875162354;7266,03689606002;295,929629098705
1217;12,17;-116,208252679147;7431,61790840737;7315,40965572822;297,939395873951
1218;12,18;-116,917685952528;7471,43036241802;7354,51267646549;299,535508408581
1219;12,19;-117,577058915911;7502,37402479016;7384,79696587425;300,776064124296
1220;12,2;-118,161147948865;7430,93159410411;7312,77044615524;297,911880994766
1221;12,21;-118,300818580784;7416,93192498392;7298,63110640314;297,350623269799
1222;12,22;-117,920512194773;7389,61313058138;7271,6926183866;296,255391356558
1223;12,23;-116,987148250176;7406,01016782449;7289,02301957431;296,912761451542
1224;12,24;-115,633423732474;7370,60876313931;7254,97533940684;295,493491347107
1225;12,25;-114,123682393415;7363,87752676752;7249,75384437411;295,223630796845
1226;12,26;-112,846224256828;7386,87785247063;7274,03162821381;296,145731909866
1227;12,27;-112,11862407591;7400,68622967992;7288,56760560401;296,699320591959
1228;12,28;-112,096705022402;7377,80990728539;7265,71320226299;295,782190868924
1229;12,29;-112,604643390223;7395,88163093207;7283,27698754185;296,506700456479
1230;12,3;-113,624666132188;7388,05050245192;7274,42583631973;296,192744368163
1231;12,31;-115,07306269091;7351,38080298368;7236,30774029277;294,722627330245
1232;12,32;-116,554573644906;7344,79915513105;7228,24458148615;294,458763901146
1233;12,33;-117,768415564349;7335,99002106216;7218,22160549781;294,105598801028
1234;12,34;-118,702943689963;7339,53807849345;7220,83513480348;294,247843208724
1235;12,35;-119,363787425206;7325,10564483997;7205,74185741477;293,66923561389
1236;12,36;-119,782551305065;7327,70284513004;7207,92029382498;293,773359412358
1237;12,37;-119,944699959551;7293,17396521857;7173,22926525901;292,389069511045
1238;12,38;-119,893147330878;7283,00032501713;7163,10717768625;291,981200288916
1239;12,39;-119,578000978209;7259,78848636161;7140,2104853834;291,050619455593
1240;12,4;-118,861112373086;7220,87657982358;7102,01546745049;289,490610576082
1241;12,41;-117,824575576881;7262,21608886284;7144,39151328596;291,14794394557
1242;12,42;-116,601671494919;7261,46809602813;7144,86642453321;291,117956325641
1243;12,43;-115,417895079726;7264,77905725874;7149,36116217902;291,250695360528
1244;12,44;-114,296948925869;7287,77247298893;7173,47552406306;292,17251944731
1245;12,45;-113,15202286921;7240,95611863409;7127,80409576488;290,29561504972
1246;12,46;-111,769415048205;7219,75953454591;7107,9901194977;289,445827354004
1247;12,47;-109,859120519183;7242,57871393132;7132,71959341214;290,360666168946
1248;12,48;-107,588451370356;7231,40169754448;7123,81324617413;289,912570807881
1249;12,49;-105,136445479663;7162,59100160553;7057,45455612587;287,153895990312
1250;12,5;-103,090569121056;7212,12762119552;7109,03705207447;289,139857956626
1251;12,51;-102,16511830803;7186,98479535753;7084,8196770495;288,131862331305
1252;12,52;-103,359608657091;7183,80331137612;7080,44370271903;288,00431414098
1253;12,53;-106,610107342613;7197,68109116178;7091,07098381916;288,560685226842
1254;12,54;-110,561841343658;7212,49749366487;7101,93565232121;289,154686434278
1255;12,55;-114,293090463731;7193,08765821937;7078,79456775564;288,37653089427
1256;12,56;-117,609634132036;7202,38433606996;7084,77470193792;288,749242007325
1257;12,57;-120,598885435975;7221,44561165183;7100,84672621586;289,513423508775
1258;12,58;-123,166627980952;7232,83221405142;7109,66558607046;289,969921337619
1259;12,59;-125,106571012681;7266,94738183245;7141,84081081977;291,337625194854
1260;12,6;-126,393387272147;7264,30206139325;7137,9086741211;291,231572221832
1261;12,61;-126,960526025914;7279,43215803789;7152,47163201197;291,838149673657
1262;12,62;-127,007640522632;7279,22741516149;7152,21977463886;291,829941371016
1263;12,63;-126,816935311729;7326,87517675436;7200,05824144263;293,740177537445
1264;12,64;-126,562322797802;7351,99449838829;7225,43217559049;294,747230860775
1265;12,65;-126,263249008349;7328,80272619994;7202,53947719159;293,817454507873
1266;12,66;-126,212095479526;7314,64899610704;7188,43690062751;293,250020357569
1267;12,67;-126,452359551632;7300,78503699885;7174,33267744722;292,694203353516
1268;12,68;-126,936655262279;7297,19504581929;7170,25839055701;292,550277788933
1269;12,69;-127,558339529693;7307,89198645903;7180,33364692934;292,979126536431
1270;12,7;-128,17135708099;7358,70650163088;7230,53514454989;295,016320339789
1271;12,71;-128,660088719884;7383,05374546585;7254,39365674597;295,992420458066
1272;12,72;-128,943814068812;7391,36539586708;7262,42158179826;296,325641047415
1273;12,73;-129,09084520954;7366,67850813088;7237,58766292134;295,335924338512
1274;12,74;-129,15517662241;7360,50384178674;7231,34866516433;295,088377117575
1275;12,75;-129,047449829432;7380,62448788814;7251,57703805871;295,895029614774
1276;12,76;-128,634661708943;7384,63742014859;7256,00275843965;296,055911219304
1277;12,77;-127,824699254686;7382,45810036592;7254,63340111124;295,96854057842
1278;12,78;-126,833634171064;7361,52129042926;7234,6876562582;295,129167432365
1279;12,79;-125,72326484622;7355,86240810784;7230,13914326162;294,902298397796
1280;12,8;-124,427854231157;7356,57623921784;7232,14838498668;294,930916447363
1281;12,81;-123,143527545585;7357,55679679958;7234,413269254;294,970227770567
1282;12,82;-121,775795379265;7339,84416052858;7218,06836514932;294,260114277791
1283;12,83;-120,403583500913;7349,85593864036;7229,45235513944;294,66149432168
1284;12,84;-119,040672581281;7311,52769508095;7192,48702249966;293,124884949167
1285;12,85;-117,591409266193;7276,83223154854;7159,24082228235;291,73391657972
1286;12,86;-116,218214778526;7327,69766344129;7211,47944866277;293,773151674388
1287;12,87;-115,533851057633;7349,35713967198;7233,82328861434;294,641497079474
1288;12,88;-115,94168293592;7361,58241408923;7245,64073115331;295,131617927876
1289;12,89;-117,086895536029;7363,48315683627;7246,39626130024;295,207820196715
1290;12,9;-118,463067482502;7301,35584365412;7182,89277617162;292,717087440417
1291;12,91;-119,838004922201;7343,13118748913;7223,29318256693;294,391893769003
1292;12,92;-121,273413725845;7329,72747074065;7208,4540570148;293,854528242447
1293;12,93;-123,135060059912;7364,78199106928;7241,64693100937;295,25989148072
1294;12,94;-125,537842062014;7374,21146743603;7248,67362537402;295,637926590536
1295;12,95;-127,941056542648;7373,97551205382;7246,03445551117;295,628466954035
1296;12,96;-129,763447180148;7359,17917024298;7229,41572306284;295,035269995499
1297;12,97;-130,678054607489;7398,58245460297;7267,90439999548;296,614978597631
1298;12,98;-130,818252193117;7408,08548182127;7277,26722962815;296,995962418824
1299;12,99;-130,239067197873;7361,95492158828;7231,7158543904;295,146552045937
1300;13;-129,115805548288;7395,30206978859;7266,1862642403;296,483465395273
1301;13,01;-127,86073465462;7377,56099975872;7249,7002651041;295,772211970783
1302;13,02;-126,592912949493;7341,77185080541;7215,17893785592;294,337396894254
1303;13,03;-125,197061317921;7429,64362488883;7304,44656357091;297,860245297852
1304;13,04;-123,636856322554;7422,51456788705;7298,8777115645;297,574435806239
1305;13,05;-122,048723476029;7418,31632596064;7296,26760248462;297,40612499173
1306;13,06;-120,201798056844;7441,67127594274;7321,4694778859;298,342443270481
1307;13,07;-117,894124296284;7449,01319349944;7331,11906920316;298,636786508838
1308;13,08;-115,345133750744;7464,00949381026;7348,66436005952;299,237999960609
1309;13,09;-113,383991753586;7481,3107780313;7367,92678627772;299,931622026785
1310;13,1;-113,0413972318;7474,1831767684;7361,1417795366;299,645870896886
1311;13,11;-114,464830272475;7444,7677305564;7330,30290028392;298,466582566703
1312;13,12;-117,087622691334;7433,84908215043;7316,7614594591;298,028845380813
1313;13,13;-120,185235660266;7425,95684513899;7305,77160947873;297,712439403506
1314;13,14;-123,06869534406;7416,67991279891;7293,61121745485;297,340519903468
1315;13,15;-125,332013483283;7463,40398672672;7338,07197324343;299,213724706298
1316;13,16;-126,697207754427;7437,20296615807;7310,50575840364;298,163305223526
1317;13,17;-126,84702581478;7413,40320234743;7286,55617653265;297,209154009204
1318;13,18;-125,932024279741;7445,57634960083;7319,64432532109;298,499000738972
1319;13,19;-124,307991504723;7451,16886207324;7326,86087056852;298,723208954193
1320;13,2;-122,643281621882;7463,9026143066;7341,25933268472;299,233715077405
1321;13,21;-121,639647911034;7473,21892854227;7351,57928063124;299,607213428552
1322;13,22;-121,762533593001;7538,59958863099;7416,83705503799;302,228375416258
1323;13,23;-122,364956100153;7561,98317830337;7439,61822220321;303,165841882675
1324;13,24;-122,389329761097;7532,63010064397;7410,24077088287;301,989053956725
1325;13,25;-121,534089903173;7505,73249757378;7384,19840767061;300,91070793464
1326;13,26;-120,003352111317;7489,65210080379;7369,64874869247;300,266032204791
1327;13,27;-118,178102199136;7503,53791466843;7385,35981246929;300,822725383186
1328;13,28;-116,42582494097;7508,92115917017;7392,4953342292;301,038543881184
1329;13,29;-115,073098269447;7510,36548764272;7395,29238937327;301,096448143467
1330;13,3;-114,244721987129;7525,33687232628;7411,09215033915;301,696662708181
1331;13,31;-114,179307609241;7534,23710680952;7420,05779920028;302,053480095425
1332;13,32;-115,051554583829;7509,92894255665;7394,87738797282;301,078946708273
1333;13,33;-116,895178009509;7515,37973280077;7398,48455479126;301,297473168107
1334;13,34;-119,178361731022;7543,68530922791;7424,50694749689;302,432265947352
1335;13,35;-121,238514573136;7507,79974283317;7386,56122826003;300,993585419906
1336;13,36;-122,957820228236;7490,25458685551;7367,29676662728;300,290186343565
1337;13,37;-124,491695004418;7503,79337490159;7379,30167989717;300,832966984473
1338;13,38;-125,60343965969;7470,36248016708;7344,75904050739;299,492696170838
1339;13,39;-126,437324152643;7476,75235204908;7350,31502789643;299,748871150728
1340;13,4;-127,295715478388;7488,69081792218;7361,39510244379;300,227493619446
1341;13,41;-128,072827768125;7501,01577196782;7372,94294419969;300,7216107024
1342;13,42;-128,90017316235;7487,38497218817;7358,48479902582;300,175141238862
1343;13,43;-129,682464043771;7496,35735063681;7366,67488659303;300,534850934313
1344;13,44;-130,485794893762;7487,44962605301;7356,96383115924;300,177733263058
1345;13,45;-131,163759017269;7452,79549020464;7321,63173118737;298,788421752907
1346;13,46;-131,656540101164;7422,67147781965;7291,01493771849;297,580726448614
1347;13,47;-131,945140222766;7425,58229623259;7293,63715600982;297,697423443822
1348;13,48;-131,961164499813;7433,76137589992;7301,8002114001;298,02532916838
1349;13,49;-131,686149258558;7479,76443198527;7348,07828272671;299,869627799896
1350;13,5;-131,258204292049;7442,12450169483;7310,86629740278;298,360613446671
1351;13,51;-130,755386969986;7437,12955844283;7306,37417147284;298,160362250596
1352;13,52;-130,177024170494;7434,94610738191;7304,76908321141;298,072825983524
1353;13,53;-129,634713838078;7403,80130803283;7274,16659419475;296,824206528508
1354;13,54;-129,143353367795;7417,25244601805;7288,10909265025;297,36347320967
1355;13,55;-128,617243603811;7438,6711184844;7310,05387488059;298,222164602809
1356;13,56;-127,985222442743;7433,83565707516;7305,85043463241;298,028307159007
1357;13,57;-127,247554196326;7446,99062682056;7319,74307262423;298,555700222938
1358;13,58;-126,537171817505;7475,63203897841;7349,09486716091;299,703956920263
1359;13,59;-125,850420423707;7499,69817422236;7373,84775379866;300,668787174452
1360;13,6;-125,168123813844;7508,59496738952;7383,42684357567;301,025466596633
1361;13,61;-124,443834122877;7533,63097379579;7409,18713967291;302,029179747082
1362;13,62;-123,50722437497;7529,63218695915;7406,12496258418;301,868865243696
1363;13,63;-122,413236691336;7535,65475186399;7413,24151517266;302,110314598531
1364;13,64;-121,274144522755;7547,35408783874;7426,07994331598;302,579350161904
1365;13,65;-119,939148099279;7519,03133247841;7399,09218437913;301,443868665742
1366;13,66;-118,498906602516;7552,33937053945;7433,84046393694;302,779214058893
1367;13,67;-117,327768113393;7530,29693889095;7412,96917077755;301,895515670482
1368;13,68;-116,799602637233;7564,27253926448;7447,47293662725;303,257624160787
1369;13,69;-116,914484929138;7569,39995834019;7452,48547341105;303,463186416629
1370;13,7;-117,249627303215;7582,69880629417;7465,44917899095;303,996347670889
1371;13,71;-117,906706501157;7581,33736439699;7463,43065789583;303,94176639648
1372;13,72;-118,958319810171;7638,16953105729;7519,21121124712;306,220212571951
1373;13,73;-120,030420419885;7563,3053442124;7443,27492379252;303,218848551887
1374;13,74;-120,785814900768;7569,49564208932;7448,70982718855;303,467022453245
1375;13,75;-121,050947148965;7557,39550640439;7436,34455925543;302,981918514857
1376;13,76;-120,982516907231;7524,65311782882;7403,67060092158;301,669250453621
1377;13,77;-120,470071465833;7498,27699194337;7377,80692047754;300,611810861239
1378;13,78;-119,049433080728;7490,31348774078;7371,26405466005;300,292547726293
1379;13,79;-116,499122765641;7529,91730788179;7413,41818511615;301,880295965309
1380;13,8;-112,804070393332;7536,75330001881;7423,94922962548;302,154356256433
1381;13,81;-108,004882785194;7594,35371898116;7486,34883619597;304,463602269783
1382;13,82;-103,690608852929;7557,09500100654;7453,40439215361;302,969871017556
1383;13,83;-101,566393642215;7530,51749182236;7428,95109818014;301,904357810639
1384;13,84;-101,841695549207;7531,15046431832;7429,30876876912;301,929734174895
1385;13,85;-104,04220894609;7527,41454143737;7423,37233249128;301,779958093845
1386;13,86;-106,971662921752;7546,87614310077;7439,90448017902;302,560188982165
1387;13,87;-109,130109449858;7523,56720341893;7414,43709396907;301,62571529247
1388;13,88;-109,93033242568;7549,14272220033;7439,21238977465;302,651057917563
1389;13,89;-110,61241975366;7571,16393951863;7460,55151976497;303,533905806823
1390;13,9;-112,92119306595;7581,22648310678;7468,30529004083;303,937321078512
1391;13,91;-117,20318387908;7589,28844915988;7472,0852652808;304,260531626339
1392;13,92;-121,898149430858;7642,09318239727;7520,19503296642;306,377514834294
1393;13,93;-125,648876746775;7620,70849345763;7495,05961671085;305,520185867418
1394;13,94;-128,005935436574;7592,02598542888;7464,0200499923;304,370281604368
1395;13,95;-129,102483706367;7584,37185725226;7455,2693735459;304,063421597168
1396;13,96;-129,393927917028;7576,23292816202;7446,83900024499;303,737125540765
1397;13,97;-129,120522902606;7545,65576810023;7416,53524519762;302,511263190381
1398;13,98;-128,419025934587;7551,06086859804;7422,64184266345;302,72795791242
1399;13,99;-127,627175700371;7527,41147334525;7399,78429764488;301,779835091623
1400;14;-126,854620051617;7506,76006853359;7379,90544848197;300,951904061077
1401;14,01;-126,357662754404;7485,24757322869;7358,88991047429;300,089451236688
1402;14,02;-126,45456517989;7504,90728943922;7378,45272425933;300,877624692726
1403;14,03;-127,00458537569;7535,78149138702;7408,77690601133;302,115395685501
1404;14,04;-127,763187013517;7551,67967059106;7423,91648357755;302,752766170088
1405;14,05;-128,547153313008;7645,39519381582;7516,84804050281;306,509895064189
1406;14,06;-129,400378696951;7646,5048546461;7517,10447594915;306,554382237975
1407;14,07;-130,117886504174;7606,72143351257;7476,6035470084;304,959433654179
1408;14,08;-130,480767736239;7617,56468664125;7487,08391890501;305,394148184216
1409;14,09;-130,493824445606;7570,42283509157;7439,92901064597;303,504194348565
1410;14,1;-130,135571514996;7553,86932791291;7423,73375639791;302,840551251033
1411;14,11;-129,350429249059;7536,21597046374;7406,86554121468;302,132814292759
1412;14,12;-128,066141383938;7518,53569264828;7390,46955126434;301,423998075867
1413;14,13;-126,364506062928;7494,74038185335;7368,37587579042;300,470025386441
1414;14,14;-124,31938347061;7510,59751308641;7386,2781296158;301,105750225648
1415;14,15;-121,913296679771;7525,27585229343;7403,36255561366;301,694216367163
1416;14,16;-119,608755731844;7564,80603044075;7445,19727470891;303,279012240842
1417;14,17;-117,814549322353;7598,32169380429;7480,50714448194;304,622681495359
1418;14,18;-117,113085946682;7528,46831658663;7411,35523063995;301,822204766807
1419;14,19;-117,724797390763;7530,72831900301;7413,00352161225;301,912810037814
1420;14,2;-118,941264000139;7518,15717524921;7399,21591124907;301,408823016197
1421;14,21;-120,386625715732;7516,53867807102;7396,15205235528;301,34393619378
1422;14,22;-121,89886136484;7508,75076157553;7386,85190021069;301,031712507851
1423;14,23;-123,044826809413;7493,30329360398;7370,25846679457;300,412411390389
1424;14,24;-123,441968698504;7476,36068507002;7352,91871637152;299,733168914073
1425;14,25;-123,042447298758;7474,10345163206;7351,06100433331;299,642674653585
1426;14,26;-122,080884821589;7466,04022084471;7343,95933602312;299,319413401569
1427;14,27;-120,898609361174;7445,8645068101;7324,96589744893;298,510553187699
1428;14,28;-119,876532691999;7472,42773128315;7352,55119859115;299,575493709333
1429;14,29;-119,530122258813;7449,15758267573;7329,62746041692;298,642575184263
1430;14,3;-119,797764815161;7429,64615795674;7309,84839314158;297,860346850533
1431;14,31;-120,463234440929;7407,6632531174;7287,20001867648;296,979034938631
1432;14,32;-121,532514191943;7394,36172804071;7272,82921384877;296,445766356419
1433;14,33;-122,72944318421;7379,06951613038;7256,34007294617;295,83268957633
1434;14,34;-123,659697960458;7371,11701248825;7247,4573145278;295,513867462488
1435;14,35;-124,121681913545;7382,69242438958;7258,57074247603;295,977934812476
1436;14,36;-124,147625400455;7430,68233401383;7306,53470861338;297,901887962075
1437;14,37;-123,942487247817;7446,39266550266;7322,45017825484;298,531727484296
1438;14,38;-123,494091561403;7432,62103102067;7309,12693945927;297,979611846984
1439;14,39;-122,768888783675;7449,59928219641;7326,83039341273;298,660283264788
1440;14,4;-121,953715398124;7431,62296265282;7309,6692472547;297,939598502619
1441;14,41;-121,074596969489;7460,26430463645;7339,18970766696;299,087852386604
1442;14,42;-120,165061451111;7455,05626484549;7334,89120339438;298,879057982999
1443;14,43;-119,330257649284;7497,63416824067;7378,30391059139;300,586039554372
1444;14,44;-118,299167522911;7482,8733534661;7364,57418594319;299,99426690261
1445;14,45;-117,27416133812;7430,27488167079;7313,00072033267;297,885552877786
1446;14,46;-116,376675276349;7414,53046025538;7298,15378497903;297,254346663647
1447;14,47;-115,684914752464;7396,46474604775;7280,77983129528;296,53007799922
1448;14,48;-115,756490286829;7389,40803110951;7273,65154082268;296,247168757725
1449;14,49;-116,809941872603;7391,59750513844;7274,78756326584;296,334946490313
1450;14,5;-118,216136275278;7402,56016471232;7284,34402843704;296,774448118474
1451;14,51;-119,759317667757;7366,68031056968;7246,92099290193;295,335996599699
1452;14,52;-120,981792149275;7411,45348183582;7290,47168968654;297,130988183335
1453;14,53;-121,510546573035;7404,12708140549;7282,61653483245;296,837267038755
1454;14,54;-121,813967681637;7425,81943242846;7304,00546474682;297,70693042007
1455;14,55;-122,182023231854;7392,82284411679;7270,64082088493;296,384071291863
1456;14,56;-122,702224626149;7399,87669201948;7277,17446739334;296,666865591654
1457;14,57;-123,54317150394;7397,80053723833;7274,25736573439;296,583630916666
1458;14,58;-124,853803294836;7402,62637387126;7277,77257057643;296,777102495631
1459;14,59;-126,502074946322;7398,92731790552;7272,4252429592;296,628804438152
1460;14,6;-128,226762055616;7336,04793865094;7207,82117659532;294,107920762628
1461;14,61;-129,849890510911;7388,23251722159;7258,38262671068;296,200041483163
1462;14,62;-131,368627662097;7426,65326216041;7295,28463449831;297,740359308592
1463;14,63;-132,708889386758;7409,67303853527;7276,96414914851;297,059608813743
1464;14,64;-133,733890102809;7392,26595482402;7258,53206472121;296,36174516295
1465;14,65;-134,438273827247;7443,86417535308;7309,42590152584;298,430358329298
1466;14,66;-134,762577620052;7397,15483226531;7262,39225464526;296,55774409741
1467;14,67;-134,795654055971;7432,13022879684;7297,33457474087;297,959935200543
1468;14,68;-134,448929166053;7473,3911743322;7338,94224516615;299,614118897486
1469;14,69;-133,657652169725;7464,68365117715;7331,02599900743;299,26502745867
1470;14,7;-132,53330673908;7479,71593341401;7347,18262667493;299,867683454101
1471;14,71;-131,140085628588;7425,31837206324;7294,17828643465;297,686842516689
1472;14,72;-129,586464870574;7447,45619635681;7317,86973148623;298,574365271125
1473;14,73;-128,130353951293;7432,62399450977;7304,49364055848;297,979730655588
1474;14,74;-126,810502344069;7392,64740907151;7265,83690672744;296,377037963179
1475;14,75;-125,624214064055;7375,98288283589;7250,35866877184;295,708944024503
1476;14,76;-124,536669854334;7363,03481429004;7238,49814443571;295,189845792081
1477;14,77;-123,482055163609;7346,06844755811;7222,5863923945;294,509650830959
1478;14,78;-122,627586015537;7325,28116675494;7202,6535807394;293,676272425248
1479;14,79;-121,922702449372;7312,16201977337;7190,239317324;293,15031552404
1480;14,8;-121,302187925743;7269,23830727301;7147,93611934726;291,429470194175
1481;14,81;-121,019830020466;7236,52669301486;7115,50686299439;290,118035899482
1482;14,82;-120,796239025353;7258,73718524911;7137,94094622375;291,008471968706
1483;14,83;-120,731935569962;7277,26755254143;7156,53561697147;291,751368940058
1484;14,84;-121,048018200155;7272,18101052978;7151,13299232963;291,547445477803
1485;14,85;-121,33076481291;7274,41074893183;7153,07998411892;291,636837440717
1486;14,86;-121,548069434521;7244,39627018154;7122,84820074702;290,433533425825
1487;14,87;-121,826921457132;7272,60333792495;7150,77641646782;291,564376914608
1488;14,88;-122,206389330363;7215,98322239053;7093,77683306017;289,294432035236
1489;14,89;-122,685005016201;7264,41276621935;7141,72776120315;291,236010465215
1490;14,9;-123,292742450793;7261,48116272976;7138,18842027897;291,118480179967
1491;14,91;-124,034152996718;7242,2936895585;7118,25953656178;290,349239318091
1492;14,92;-124,650178551905;7285,37781215812;7160,72763360622;292,07651561476
1493;14,93;-124,873950485754;7292,58789222644;7167,71394174068;292,365573384714
1494;14,94;-124,62622593406;7276,35283973119;7151,72661379713;291,714697385432
1495;14,95;-124,036143091504;7305,33208300498;7181,29593991347;292,876497997397
1496;14,96;-123,075750293068;7240,86515715874;7117,78940686567;290,291968332767
1497;14,97;-121,80389917775;7234,30276830458;7112,49886912683;290,028877012035
1498;14,98;-120,59879469733;7232,50916779777;7111,91037310044;289,956970159715
1499;14,99;-119,895892756754;7283,69495357;7163,79906081324;292,009048492894
1500;15;-120,240057041576;7274,84144261661;7154,60138557503;291,654104288641
1501;15,01;-121,311471975195;7248,02182919109;7126,7103572159;290,578884932633
1502;15,02;-122,758168596124;7249,35662693256;7126,59845833644;290,632398021924
1503;15,03;-124,396700802097;7232,10308696717;7107,70638616508;289,940690060437
1504;15,04;-125,821465939399;7237,76916828024;7111,94770234084;290,167847708233
1505;15,05;-126,758660654297;7212,67521383106;7085,91655317676;289,161811375253
1506;15,06;-127,29121141831;7211,32677619868;7084,03556478037;289,107751452028
1507;15,07;-127,357035850798;7211,01587446358;7083,65883861278;289,095287157406
1508;15,08;-127,044071266847;7172,33112579477;7045,28705452792;287,544385215195
1509;15,09;-126,31589684575;7205,11000450346;7078,79410765771;288,858516194512
1510;15,1;-125,449170531555;7221,38165307575;7095,9324825442;289,510859359252
1511;15,11;-124,77403354582;7247,29687498457;7122,52284143875;290,549820949395
1512;15,12;-124,26985068189;7256,86747326843;7132,59762258654;290,93351374765
1513;15,13;-123,806161311492;7247,92575319275;7124,11959188126;290,575033170439
1514;15,14;-123,517788560752;7235,23795281818;7111,72016425743;290,066369293318
1515;15,15;-123,746196901706;7216,68663831001;7092,9404414083;289,32263253164
1516;15,16;-124,074045522455;7249,84315556241;7125,76911003996;290,651903336627
1517;15,17;-124,290856174022;7262,51699690591;7138,22614073189;291,160007585233
1518;15,18;-124,20594062626;7280,29275602315;7156,08681539689;291,872651722467
1519;15,19;-123,530286131113;7266,899690683;7143,36940455189;291,335713219234
1520;15,2;-122,250288328202;7297,01515698766;7174,76486865945;292,543065904458
1521;15,21;-120,823844490914;7308,84778350728;7188,02393901637;293,01744519041
1522;15,22;-119,661704749042;7298,83342529898;7179,17172054993;292,615961708425
1523;15,23;-119,168305354738;7319,49843591268;7200,33013055794;293,444438206256
1524;15,24;-119,700115655327;7338,03041329432;7218,330297639;294,187399727352
1525;15,25;-121,096219558403;7362,04895749694;7240,95273793854;295,150322019334
1526;15,26;-122,979248197029;7330,92927786406;7207,95002966703;293,90270963346
1527;15,27;-125,025692085627;7371,94652957271;7246,92083748708;295,547123453587
1528;15,28;-126,798711907624;7344,31757599675;7217,51886408913;294,439457015605
1529;15,29;-128,162376623153;7365,93073770533;7237,76836108217;295,305945635141
1530;15,3;-128,904763526646;7414,99022547121;7286,08546194456;297,272779012072
1531;15,31;-128,709009467968;7422,00570060765;7293,29669113968;297,55403491754
1532;15,32;-127,676159877836;7406,8175478449;7279,14138796706;296,945129950365
1533;15,33;-126,015167121257;7434,12906808446;7308,11390096321;298,040070236702
1534;15,34;-124,13987821259;7397,05285384667;7272,91297563408;296,553655702552
1535;15,35;-122,977736961397;7359,64170904252;7236,66397208113;295,053813539073
1536;15,36;-123,249372448467;7396,96186227739;7273,71248982892;296,55000777911
1537;15,37;-124,588184888246;7433,9073483993;7309,31916351106;298,03118132047
1538;15,38;-126,562624316785;7401,03930074204;7274,47667642526;296,713475488005
1539;15,39;-128,512009155819;7443,94858942018;7315,43658026436;298,433742555515
1540;15,4;-130,021120054274;7439,92472141462;7309,90360136035;298,272422528378
1541;15,41;-131,012557339135;7442,36972908927;7311,35717175013;298,37044480542
1542;15,42;-131,304536408411;7444,73324126323;7313,42870485482;298,465199863865
1543;15,43;-131,218085577556;7447,79819466962;7316,58010909207;298,58807625196
1544;15,44;-131,117897493663;7476,4542258589;7345,33632836523;299,73691903773
1545;15,45;-131,052464671265;7505,0747601678;7374,02229549654;300,884338725701
1546;15,46;-131,037134845193;7498,49158120136;7367,45444635617;300,620413913048
1547;15,47;-130,948109178352;7492,52490196578;7361,57679278743;300,381205058565
1548;15,48;-130,616397305363;7453,7304697265;7323,11407242113;298,82590581591
1549;15,49;-130,025830446619;7465,92245686914;7335,89662642252;299,314692151342
1550;15,5;-129,184690026784;7452,39255668391;7323,20786665712;298,772267831752
1551;15,51;-128,184212346403;7480,46187082122;7352,27765847482;299,897588670328
1552;15,52;-127,234923448417;7502,00149004027;7374,76656659185;300,761128913728
1553;15,53;-126,642823665189;7523,84137158546;7397,19854792027;301,636706909492
1554;15,54;-126,708857397713;7468,40314928621;7341,69429188849;299,414145057721
1555;15,55;-127,783527910277;7422,43482687741;7294,65129896713;297,571238926565
1556;15,56;-129,592117849839;7432,52946362659;7302,93734577675;297,975940838273
1557;15,57;-131,714655328728;7420,33358716176;7288,61893183303;297,486998576861
1558;15,58;-133,803876840697;7460,36060975191;7326,55673291121;299,091713334283
1559;15,59;-135,670680359805;7486,20399381614;7350,53331345634;300,127794888843
1560;15,6;-137,304706799888;7493,82558018814;7356,52087338826;300,43335026955
1561;15,61;-138,539719213162;7502,44247748005;7363,90275826689;300,77880844637
1562;15,62;-139,164541224115;7537,17878690381;7398,0142456797;302,171414359666
1563;15,63;-139,048342123575;7510,28396545433;7371,23562333076;301,093179854939
1564;15,64;-138,17221412055;7510,17649018753;7372,00427606698;301,088871087123
1565;15,65;-136,553674931017;7564,71811770418;7428,16444277317;303,27548775022
1566;15,66;-134,539925680284;7581,06975838614;7446,52983270586;303,93103786143
1567;15,67;-132,287302453901;7528,1600913223;7395,8727888684;301,809847773999
1568;15,68;-129,903044267743;7515,04586396469;7385,14281969695;301,284088104377
1569;15,69;-127,78514615599;7491,20766399694;7363,42251784095;300,328395954343
1570;15,7;-126,130333492685;7475,89250724117;7349,76217374848;299,714399297388
1571;15,71;-124,832226104956;7472,99434195501;7348,16211585005;299,598209575965
1572;15,72;-123,663006897716;7501,84712155996;7378,18411466225;300,754940160171
1573;15,73;-122,308514908098;7518,96961700269;7396,66110209459;301,441394443873
1574;15,74;-120,576254325121;7471,87608796942;7351,2998336443;299,553377895838
1575;15,75;-118,349031697739;7477,81969592633;7359,47066422859;299,791661804647
1576;15,76;-115,394192555067;7494,67039850916;7379,27620595409;300,467219699234
