step;time_ps;total_force_error_percent;total_potential_energy_error_kJ_mol
2440;24,4;0,938581960934439;12,0207016096013
2449;24,49;0,437642679667913;12,2914048049156
2460;24,6;0,303750573205316;11,4550734247001
2480;24,8;0,736257762686222;11,9649218500916
2484;24,84;0,769450058095487;12,0713134894708
2500;25;0,64604966996913;11,6882766771741
2519;25,19;0,831587429237246;12,4417767765782
2520;25,2;0,669559298395391;11,5397345171466
2540;25,4;0,476570246815725;11,5783210834729
2554;25,54;0,340988070399286;12,3089004956846
2560;25,6;0,420503486875108;11,4553715802199
2580;25,8;0,45340677273868;12,0173995141106
2589;25,89;0,464870414220194;12,5822687370742
2600;26;0,916301496006619;11,8134483085556
2620;26,2;0,547531374001209;12,5223588464487
2624;26,24;0,730903037843301;12,9739751757328
2640;26,4;0,494326308325705;12,061827531036
2659;26,59;0,609920864035326;12,8771911232453
2660;26,6;0,44819425543583;11,8654578804522
2680;26,8;0,568819892143996;11,8965993069246
2694;26,94;0,29529153297034;12,651751047297
2700;27;0,80479209542206;12,220632506546
2720;27,2;0,627173365497001;12,3696345073535
2729;27,29;0,454698891019263;12,9011705055755
2740;27,4;0,534014494060284;11,8121629947418
2760;27,6;1,29897963743647;12,0660646080391
2764;27,64;0,832855336751364;12,2957220598938
2780;27,8;1,00802315750944;11,5758046866906
2799;27,99;0,464348932809902;12,744343521941
2800;28;0,390778191135041;11,8083702164109
2820;28,2;0,561769896520487;12,3307126481332
2834;28,34;0,434030740163316;13,1919517549358
2840;28,4;0,413826725214559;11,6978217680573
2860;28,6;0,413521120813001;12,3199306377328
2869;28,69;0,693839355935468;12,9880029991546
2880;28,8;0,604768073631481;12,0948701646343
2900;29;0,423346266634621;12,6208351452869
2904;29,04;0,483157732797724;13,0389200743039
2920;29,2;0,633178360853546;11,9104917834142
2939;29,39;0,582867282786226;12,9527233356437
2940;29,4;0,405813658810435;11,862447894416
2960;29,6;0,394474860608797;11,8735149563559
2974;29,74;1,01891950424601;12,7892880080729
2980;29,8;0,623951859342259;11,7898505503137
3000;30;0,667006183586564;12,3693565756562
3009;30,09;0,721725231202537;13,0194098312349
3020;30,2;0,640625457772164;12,2412404883926
3040;30,4;0,76968824773566;13,2738147981393
3044;30,44;0,568176592038896;13,4249866310681
3060;30,6;0,627244289064579;12,2007884399941
3079;30,79;0,618384173555927;13,1242772485502
3080;30,8;0,423031653759238;12,1607729455048
3100;31;0,813450546837849;12,2287221348569
3114;31,14;0,844598015766237;12,8751951688705
3120;31,2;0,515084230486532;12,2027957878145
3140;31,4;0,473627809975448;12,5018239071844
3149;31,49;1,56248765034317;13,0691821376055
3160;31,6;0,551706483142933;12,1214287483599
3180;31,8;0,565516354127541;13,0166573376001
3184;31,84;0,607807888131423;13,1449975140796
3200;32;0,704529558195258;12,282647171871
3219;32,19;0,806681542583991;12,938323951674
3220;32,2;0,60519646689358;12,1101823628283
3240;32,4;0,782787651101562;12,217716955268
3254;32,54;0,545960072020176;12,4931859767028
3260;32,6;0,336052178758177;11,7990443203729
3280;32,8;0,341678441173027;12,4290300650199
3289;32,89;0,763074210631298;12,7883826021076
3300;33;0,446229692295188;12,2950051485179
3320;33,2;0,618761737916624;12,7644344417378
3324;33,24;0,525106689738769;13,0550056798131
3340;33,4;0,462372343323258;12,0728837234846
3359;33,59;0,531862681132657;12,8905031201288
3360;33,6;0,409503863292461;11,920107467643
3380;33,8;0,302619950597408;11,8204165367273
3394;33,94;1,02757013223916;12,475559320029
3400;34;0,540395444365216;12,0075409124246
3420;34,2;0,645449507632248;12,3965393507357
3429;34,29;0,389294050168629;12,9132181162399
3440;34,4;0,319207170884387;11,9849318875066
3460;34,6;0,736698179039182;12,6565946566587
3464;34,64;0,614528578189183;12,9147182422494
3480;34,8;0,329765664698831;12,0853974119838
3499;34,99;1,00708432846003;13,1098007260508
3500;35;0,607585894029292;12,0454117690916
3520;35,2;0,540657433015056;11,9201197429324
3534;35,34;0,283786240233429;12,4261237375566
3540;35,4;0,384150347002902;11,9026943034304
3560;35,6;0,440455212935552;12,2141820100363
3569;35,69;0,976796435372642;12,6723455272003
3580;35,8;0,230633436289082;11,6860252037792
3600;36;0,296381323211588;12,4194721246173
3604;36,04;0,620457571281497;12,6806308813991
3620;36,2;0,479544902080043;11,837087433554
3639;36,39;0,638385006448928;12,3812566810922
3640;36,4;0,444625012329338;11,5663714513773
3660;36,6;0,732724878007708;11,5339402746096
3674;36,74;0,688072922839922;12,1009950991689
3680;36,8;0,356523908372381;11,4535941832114
3700;37;0,807597524888241;11,628944504025
3709;37,09;0,560714633183205;12,0537301055631
3720;37,2;0,494924506517626;11,9701594560507
3740;37,4;0,694580022139287;12,5786827661924
3744;37,44;1,05677305374982;13,0112301746158
3760;37,6;0,345704696982352;12,1546007595402
3779;37,79;0,383955634370496;12,6637391173419
3780;37,8;0,320005474945365;11,6957379411204
3800;38;0,292880593320187;11,7757899287023
3814;38,14;0,555593125045788;12,2774039204711
3820;38,2;0,357115813638548;11,622873041965
3840;38,4;0,461291360653727;11,904768391953
3849;38,49;0,813896143153607;12,6269401408124
3860;38,6;0,441561626965945;11,7656502434723
3880;38,8;0,652673958046324;12,7692681046381
3884;38,84;0,850718583677034;12,99740543322
3900;39;0,645008352613636;12,0924962344408
3919;39,19;1,04041111648594;12,7799874423357
3920;39,2;0,731272820773734;11,7700788282238
3940;39,4;0,397938324275761;11,8674806356503
3954;39,54;0,615176175848289;12,5332634126422
3960;39,6;0,654391735534352;11,6792147676053
3980;39,8;0,404094959299305;11,9242685347749
3989;39,89;0,557283252001431;12,6214017944407
4000;40;0,466329239233613;11,7425091467023
4020;40,2;0,605490971245417;12,4696900577008
4024;40,24;0,756238358753647;12,6413870060576
4040;40,4;0,519388428804199;11,9168026936513
4059;40,59;0,741209429252495;12,6454215308407
4060;40,6;0,557079003667188;11,7427437647702
4080;40,8;0,713895158412899;11,961058229002
4094;40,94;0,394454293699978;12,5179028379771
4100;41;0,261226428577227;11,724522978041
4120;41,2;0,78532041422837;11,7597982895739
4129;41,29;0,358751805739963;12,1904318297176
4140;41,4;0,367284282818063;11,4687609948038
4160;41,6;0,741386879025022;12,1553916261246
4164;41,64;0,276268666716662;12,46282422877
4180;41,8;0,537387826508689;11,6566135963024
4199;41,99;0,787753861773944;12,3218327603168
4200;42;0,516708728613302;11,571484916721
4220;42,2;0,476821271080469;11,6068143812635
4234;42,34;0,699756548862628;12,3375727341469
4240;42,4;1,19136967633768;11,4211783024055
4260;42,6;0,865946553881781;11,9000285874268
4269;42,69;1,09236512747491;12,5321096526244
4280;42,8;0,42314448781637;11,7556306269394
4300;43;0,326488487451893;11,9366735935289
4304;43,04;0,71461995871614;11,9738714892037
4320;43,2;0,252717261505919;11,5152545931208
4339;43,39;0,549545551674116;12,3562272232089
4340;43,4;0,446278586907977;11,5674670046223
4360;43,6;0,505378185791011;11,8624703236503
4374;43,74;0,576814662723199;12,5012218237349
4380;43,8;0,596134489502134;11,4690316039529
4400;44;0,538865582789948;11,7304788568116
4409;44,09;0,356748594138015;12,4009425027146
4420;44,2;0,44891708253362;11,4922352077271
4440;44,4;0,362289898620933;12,0687025793115
4444;44,44;0,522824326569215;12,5163812115787
4460;44,6;0,865368852604056;11,7528168069988
4479;44,79;0,542862408120561;12,3813467418633
4480;44,8;0,39000576856147;11,6034968211092
4500;45;0,369622201685123;11,9022408416168
4514;45,14;0,533690330186555;12,5498835551357
4520;45,2;0,447243015841183;11,6294804698484
4540;45,4;0,394398162035158;12,1273998849127
4549;45,49;0,576650793297997;12,8218356780842
4560;45,6;0,319517815409777;11,6570534436702
4580;45,8;0,384681104734757;12,4723188727113
4584;45,84;0,784698720885122;12,9039612659181
4600;46;0,677539539058903;11,4652382048959
4619;46,19;0,650040962134599;12,4993031937916
4620;46,2;0,468585384416795;11,5560588901189
4640;46,4;0,499302797303704;11,8178996604338
4654;46,54;0,522769924819577;12,8167200073326
4660;46,6;0,614212771797138;11,8694987728312
4680;46,8;0,302491944716615;12,0928389667349
4689;46,89;0,540261548887867;12,4803034287038
4700;47;0,696769942912105;11,8184350431141
4720;47,2;0,606570567674809;12,5559016607898
4724;47,24;0,569667176839399;12,8959558851358
4740;47,4;0,574758304617993;11,8221583444686
4759;47,59;0,588070883731693;12,8227746027209
4760;47,6;0,465408345721891;11,906563204343
4780;47,8;0,72436192485403;11,8584447917499
4794;47,94;0,444648745887827;12,7574889905435
4800;48;0,462291990057035;11,9961950000316
4820;48,2;0,331119465498606;12,3432920883781
4829;48,29;0,36071905206162;12,7304244680526
4840;48,4;0,584890755691586;11,8571905480536
4860;48,6;0,68301825960349;12,5407100462414
4864;48,64;0,731147038467187;12,7736730346735
4880;48,8;0,548013431783709;11,7955077503244
4899;48,99;0,817419544999877;12,5277667154782
4900;49;0,544564354237615;11,6976823049452
4920;49,2;0,406452116742592;11,3754104899304
4934;49,34;0,52575533377039;12,2740975347908
4940;49,4;0,356692307382815;11,1537743240943
4960;49,6;0,571172129585683;11,8117973433885
4969;49,69;0,791090710091726;12,5124453382979
4980;49,8;0,61494203406762;11,5868982785673
5000;50;0,557013414722709;11,9690336430086
5004;50,04;0,453775233965688;12,1756776702776
5020;50,2;0,591280065021627;11,6527168433705
5039;50,39;0,698986351186014;12,5696688317291
5040;50,4;0,530579032006114;11,9471934985245
5060;50,6;0,619783714495147;12,0926048127838
5074;50,74;0,471719540949082;12,8553803905694
5080;50,8;0,293097695067645;11,6637524548092
5100;51;0,665040602644671;11,7502618329544
5109;51,09;0,959361802416814;12,2114271222693
5120;51,2;0,35810946601514;11,6232134016896
5140;51,4;1,09316513791374;12,6706063820902
5144;51,44;1,09001422499322;12,9774112839265
5160;51,6;0,409303237327994;11,3547242555484
5179;51,79;0,596876735619158;12,4465577667134
5180;51,8;0,536605616144969;11,8870304126105
5200;52;0,490676003321203;12,1340715910401
5214;52,14;0,624214840116512;12,7774832980858
5220;52,2;0,503216133159024;11,9573310147067
5240;52,4;0,455386511362168;11,9797521464531
5249;52,49;0,734850085029694;12,49415860152
5260;52,6;0,422853712825503;11,4848877980913
5280;52,8;0,331303957794883;12,3544044010484
5284;52,84;0,656196507196605;12,5687797438646
5300;53;0,355177277925191;11,4019410802208
5319;53,19;0,493475442381716;12,3244514702376
5320;53,2;0,358245878366324;11,6361875539037
5340;53,4;0,52038591483424;11,8478247465995
5354;53,54;0,786952861151863;12,6687125133835
5360;53,6;0,559866652455482;11,7434380217586
5380;53,8;0,693383999104681;12,0087565757965
5389;53,89;0,57722911014405;12,7732378466705
5400;54;0,401527209315418;11,8531984512674
5420;54,2;0,366361996853142;11,903565514888
5424;54,24;0,425796123018835;12,0082816231995
5440;54,4;0,321655208192932;11,7895464070574
5459;54,59;1,1082979428825;12,6463380056918
5460;54,6;0,751450174456839;11,5984241188534
5480;54,8;0,412406364066912;11,8678200535047
5494;54,94;0,638039574254513;12,7798006261933
5500;55;0,452640074062383;11,8809185896454
5520;55,2;0,740392868241752;12,1809748594628
5529;55,29;0,416638520062365;12,7603642849254
5540;55,4;0,649002747477402;11,7692602609608
5560;55,6;0,4794155576619;12,6947508305417
5564;55,64;1,13408962083304;12,875851829765
5580;55,8;0,430772342571096;12,1654839297525
5599;55,99;0,480261489801018;12,8827537436044
5600;56;0,390098720031356;12,006119901604
5620;56,2;0,553935568558684;12,2194506128748
5634;56,34;0,798733650699945;12,9533866022417
5640;56,4;0,44701358504554;11,9516157055991
5660;56,6;0,430091575272971;12,0923806658951
5669;56,69;0,460493086898533;12,5888852894113
5680;56,8;0,404051290476827;12,1558155524575
5700;57;0,545066259834383;12,5480788067388
5704;57,04;0,832550030480963;12,8707996849957
5720;57,2;0,603384605451876;11,8105167851062
5739;57,39;0,822264853230436;12,3234794029553
5740;57,4;0,571797218018239;11,5378795755479
5760;57,6;0,473087303509607;11,7711619663342
5774;57,74;0,680560581440531;13,1951993433725
5780;57,8;0,370163618036103;11,4875863197041
5800;58;0,353984396097801;11,8152422727483
5809;58,09;0,556816622066827;12,2238778730116
5820;58,2;0,373827245022511;11,4808686792983
5840;58,4;0,439123573550767;12,338254043134
5844;58,44;0,627928686814804;12,7374496180917
5860;58,6;0,517192508003555;11,9009696674258
5879;58,79;0,79037285733987;12,6838938369312
5880;58,8;0,707208103684312;11,9920226706462
5900;59;0,451326503558513;12,003612675623
5914;59,14;0,600806060557714;12,5746323880712
5920;59,2;0,373248038192034;11,9882325028399
5940;59,4;0,343119640910889;12,1648230229334
5949;59,49;0,757068188261377;12,7292550010624
5960;59,6;0,56055312619513;11,6429105422147
5980;59,8;0,576448200163364;12,3865948322786
5984;59,84;0,789877402161726;12,6505519168792
6000;60;0,339493858265929;11,4778609150268
6019;60,19;1,80731577453743;12,4667123010958
6020;60,2;1,09052729487394;11,3132139751474
6040;60,4;0,337727931988961;11,5196352221308
6054;60,54;0,375133236356721;12,2741181909784
6060;60,6;0,518901165066347;11,3458308514135
6080;60,8;0,302720331556058;11,6006383909794
6089;60,89;0,417539518291017;12,0740307683645
6100;61;0,53695716329475;11,8063882736292
6120;61,2;0,704138932220665;12,528393213962
6124;61,24;0,809261284854908;12,8328747534
6140;61,4;0,606436021932883;11,948915785401
6159;61,59;1,3874846883403;12,9152489108793
6160;61,6;0,840238334459475;11,7779419626749
6180;61,8;0,583525777078146;12,2439621883417
6194;61,94;0,795978127720487;12,7506123911347
6200;62;0,256855114002735;12,0549124555242
6220;62,2;0,528436910822873;12,2311067043414
6229;62,29;1,39923672928368;12,6834816903738
6240;62,4;0,584334049688353;11,7714766229828
6260;62,6;0,813646528860052;12,4862912830235
6264;62,64;0,925009507890254;12,8417651576907
6280;62,8;0,44287245961946;11,8028099702897
6299;62,99;0,55782683048885;12,3257127931708
6300;63;0,484754248866344;11,6874311209596
6320;63,2;0,526092837907587;12,0292653154724
6334;63,34;0,368680090476255;13,0674176709205
6340;63,4;0,368560256984145;11,8077190354095
6360;63,6;0,680458812438825;12,3087971170042
6369;63,69;0,531450240305057;12,8950406235564
6380;63,8;0,768093937401202;11,6682823919697
6400;64;0,546722045658158;12,1120957969533
6404;64,04;0,736042154714426;12,180172799201
6420;64,2;0,588986582256368;11,6649259901408
6439;64,39;0,452614467383636;12,5666483930334
6440;64,4;0,371774156932671;11,5735760173175
6460;64,6;0,332126413506254;11,6823118952299
6474;64,74;0,45387824165803;12,4845992047533
6480;64,8;0,372228040229694;11,6095509787775
6500;65;0,511459281537195;11,8506423097259
6509;65,09;0,636536283701322;12,4548080808296
6520;65,2;0,68843614334342;11,8189555992251
6540;65,4;0,606109723858565;12,5021403545295
6544;65,44;1,01517455984436;12,7665856594794
6560;65,6;0,687333855315041;11,9183311665886
6579;65,79;0,498856796090963;12,8047832923021
6580;65,8;0,4341557707326;12,0509541441424
6600;66;0,529964098394424;11,6882046530618
6614;66,14;1,12879519796753;12,1330647132209
6620;66,2;1,10186244936043;11,3522508192174
6640;66,4;0,660148875696315;11,8495556438023
6649;66,49;0,528398716984523;12,2978306125499
6660;66,6;0,361447190663523;11,6820553974045
6680;66,8;0,966593762444894;12,2108117329659
6684;66,84;0,91066293392317;12,4739562779945
6700;67;0,516532413384129;11,7212260530903
6719;67,19;0,517480262202004;12,7159372960202
6720;67,2;0,348875182976959;11,6614086738218
6740;67,4;0,521609583501858;11,8339481530476
6754;67,54;1,07514430933291;12,7904580924399
6760;67,6;0,517318234881588;11,8669080523579
6780;67,8;0,503215525541885;12,4176407479736
6789;67,89;0,678703053764642;12,9947922837003
6800;68;0,447561880234615;12,2262448862056
6820;68,2;0,523854919182233;12,9296534501021
6824;68,24;0,77207975136373;13,1546732763775
6840;68,4;0,7465943916693;12,360374810786
6859;68,59;0,688702149817889;13,2380229717859
6860;68,6;0,552742365389872;12,4536985519771
6880;68,8;0,791561703706444;12,6238840727289
6894;68,94;0,616181640688772;13,217406784028
6900;69;0,378876752073507;12,0656482237565
6920;69,2;0,471905177817177;12,643040560727
6929;69,29;0,571174188894716;13,2437071039804
6940;69,4;0,617132389881057;11,9399875093557
6960;69,6;0,769175469018361;12,246468497543
6964;69,64;0,49596793957808;12,5371331752407
6980;69,8;0,615640846730121;12,2772517110782
6999;69,99;0,584550120370725;12,95827741853
7000;70;0,481685797834454;12,196958991579
7020;70,2;0,298376502023804;12,1219461979442
7034;70,34;0,464799272817331;12,7991579697113
7040;70,4;0,367235725301136;12,3673538253374
7060;70,6;0,546916506338716;12,9683456231392
7069;70,69;0,928796584914603;13,802052725757
7080;70,8;0,763382227553512;12,4044169750162
7100;71;0,656308811406083;13,0004726036732
7104;71,04;0,530403538457896;13,2522506265364
7120;71,2;0,698485022281318;12,210702511046
7139;71,39;0,685022763277289;13,0967628436658
7140;71,4;0,512022211041013;12,237472588062
7160;71,6;0,491343237642778;12,437583505969
7174;71,74;0,935198685898815;12,6711027383737
7180;71,8;0,345691346733528;11,9895474573596
7200;72;0,660414838593311;12,2605782260506
7209;72,09;0,435309067551636;12,468464127044
7220;72,2;0,377014445097646;11,6794160403488
7240;72,4;0,559239670634018;12,2771022428677
7244;72,44;0,77498423765404;12,5832139910225
7260;72,6;0,524138608018564;11,751403807971
7279;72,79;0,644407180836491;12,9099863382581
7280;72,8;0,482708614368534;11,7804450427417
7300;73;0,608789113933929;11,674173477451
7314;73,14;0,333021761235829;12,4927031749199
7320;73,2;0,479711340117768;11,429611643858
7340;73,4;0,431623856287078;12,0043218158019
7349;73,49;0,822876787184865;12,5388750085213
7360;73,6;0,858489482835822;11,8282772566973
7380;73,8;1,28942896340335;12,3693415171159
7384;73,84;0,721947866493256;12,670832889427
7400;74;0,644988104925766;12,196259299698
7419;74,19;0,812520795815614;12,9198598496446
7420;74,2;0,619505655817499;12,0586380963157
7440;74,4;0,476684379684694;12,124658085812
7454;74,54;0,691058938715839;12,7094494553516
7460;74,6;0,468640699072804;12,2755109858036
7480;74,8;0,421826167866307;12,1099407438617
7489;74,89;0,510374827434326;12,6311143031238
7500;75;0,590986065350954;11,7559714151484
7520;75,2;0,580479009995608;12,2134982153712
7524;75,24;1,19068408175277;12,531660713554
7540;75,4;0,605514521180869;11,7188785849731
7559;75,59;0,445524291510914;12,6832313992422
7560;75,6;0,24781111209642;11,4230310458889
7580;75,8;0,440849281591352;11,7623219218584
7594;75,94;0,655705429947546;12,7780002346164
7600;76;0,409601046307727;11,5865642392689
7620;76,2;0,571494535451019;11,6832702624438
7629;76,29;0,382949909190735;12,3407626701752
7640;76,4;0,550344830872796;11,5421909836961
7660;76,6;0,549761824739271;12,1249920890497
7664;76,64;0,579360260963654;12,380829833219
7680;76,8;0,431746416901358;12,0034524513898
7699;76,99;0,69743933228035;13,2952690611281
7700;77;0,416119630001123;12,0042193973066
7720;77,2;0,498450879133721;12,080584219443
7734;77,34;0,58962783257633;12,7890312459596
7740;77,4;0,550597128158555;11,8210750646035
7760;77,6;0,375874099057568;11,9296867068805
7769;77,69;0,364364455713136;12,7931429609072
7780;77,8;0,487101239071899;12,1415134434532
7800;78;0,960090582342764;12,4287389574226
7804;78,04;0,694677035081221;12,8811098697915
7820;78,2;0,637984243067505;11,9356950071511
7839;78,39;1,17410335356195;12,6336736108309
7840;78,4;1,07833375108874;11,9909885787899
7860;78,6;1,272921475663;11,9003881937935
7874;78,74;0,800541021868747;12,811696368077
