step;time_ps;total_force_error_percent;total_potential_energy_error_kJ_mol
1240;12,4;28,6247691021302;107,552005540511
1260;12,6;99,3647368352657;44,1594583281887
1273;12,73;99,9804828805995;147,892702181775
1280;12,8;75,2298674945737;103,218366146815
1300;13;99,9984000979635;617,022878769066
1320;13,2;100;19703,7445908974
1322;13,22;100;24255,7390575825
1340;13,4;100;9171282273388,06
1360;13,6;99,9999979029422;17404,0552316694
1371;13,71;100;776,576960181769
1380;13,8;97,6103024764106;54,3585793610576
1400;14;100;2486336,39014112
1420;14,2;100;107107488,377718
1440;14,4;99,9980054841326;1130,42611316007
1460;14,6;99,9999992603099;17543,7340625565
1469;14,69;99,9998229879672;1362,84326422774
1480;14,8;99,9999894028961;8493,88633446306
1500;15;99,9476500661178;2,47205405873012
1518;15,18;99,99999999899;341827,018855646
1520;15,2;3,70533532258221;99,1448601407189
1540;15,4;99,9999841236348;11256,8931701935
1560;15,6;99,9981284002096;281,625029100596
1567;15,67;99,9931480245285;462,532064831604
1580;15,8;99,9999999999492;3045984,71394195
1600;16;99,9999999080643;56559,5033780744
1616;16,16;99,9997461175276;1074,95864847941
1620;16,2;20,8378928867728;109,594536136116
1640;16,4;99,9999985969995;42015,4055047436
1660;16,6;100;3132,54026310912
1665;16,65;100;6205,4915945473
1680;16,8;49,8490733011338;89,588038313906
1700;17;100;63,8026058586564
1714;17,14;99,9999999999825;1469397,03543387
1720;17,2;99,467032846066;14,639402103512
1740;17,4;100;27,3868787069757
1760;17,6;100;4612,19403377341
1763;17,63;100;8925,56791878805
1780;17,8;44,6002867563475;87,2751180908851
1800;18;99,9999900053497;4785,31126979773
1812;18,12;99,9999999862113;113792,039959141
1820;18,2;99,9951670633862;1156,02038577687
1840;18,4;70,0944704886502;104,244858500939
1860;18,6;99,9999999042906;29624,4522259478
1861;18,61;99,9999999849251;62634,0292393359
1880;18,8;99,3333796620493;11,4188218481419
1900;19;99,7061517598712;39,7225777851666
1910;19,1;99,9999710371774;2115,13195702953
1920;19,2;99,9998665589678;2409,91372792638
1940;19,4;99,9990380957464;725,938387668754
1959;19,59;99,9999993999517;14863,6495195723
1960;19,6;0,112578340540844;116,395332873516
1980;19,8;99,9997428620277;2598,32123249256
2000;20;100;391566,463975176
2008;20,08;100;52327466,9338043
2020;20,2;98,579608691804;77,7189320730742
2040;20,4;94,8630946575327;96,7015842117433
2057;20,57;100;49,3479246890588
2060;20,6;16,2026182365861;104,4958482653
2080;20,8;99,9999992855302;20772,1361685222
2100;21;99,9999999999963;7651402,1473456
2106;21,06;99,9999999900681;216552,245397424
2120;21,2;99,9533781438488;94,9617040201335
2140;21,4;98,7750505960885;53,815503134194
2155;21,55;100;608,001037081442
2160;21,6;96,3959556026714;48,2244533185772
2180;21,8;99,9999990065158;39392,8986822297
2200;22;99,9999999995625;412912,580108381
2204;22,04;99,9999999999298;986166,186577693
2220;22,2;99,999953789249;3352,62895796352
2240;22,4;99,9990884606937;491,552737591792
2253;22,53;100;9909,77039855987
2260;22,6;99,9989280272399;1309,65964550113
2280;22,8;99,999997118463;10477,6941265512
2300;23;100;233218,215909255
2302;23,02;99,9999999936422;111854,171187248
2320;23,2;99,9847067682884;546,564384924816
2340;23,4;100;9,52406666539673e+18
2351;23,51;99,9999999999078;1092203,98210115
2360;23,6;49,712343683199;99,1944438902815
2380;23,8;99,9998547303245;2298,53230238284
2400;24;99,9999997783466;20838,2952485733
2420;24,2;99,8912896006075;35,022494382784
2440;24,4;100;262708,223062249
2449;24,49;100;220421720,755819
2460;24,6;99,9999094532311;3751,75444794091
2480;24,8;99,9999049521432;4467,14160983014
2498;24,98;99,9999999999992;13197087,1075818
2500;25;97,0029105463759;75,2445619435452
2520;25,2;94,8847627968864;90,5637331335356
2540;25,4;99,9605711764107;20,4190044270582
2547;25,47;100;4606,38820901004
2560;25,6;99,9996966022227;3810,39039313263
2580;25,8;100;40676,6595920265
2596;25,96;99,9999999999999;13227245,2673782
2600;26;68,3896106584788;89,2465006815461
2620;26,2;99,9999935156941;14582,7360469761
2640;26,4;99,9999999999999;36203686,8196243
2645;26,45;100;44189784911,9119
2660;26,6;99,9999993710324;35819,1854429408
2680;26,8;99,9887960242881;95,1984240734439
2694;26,94;100;1094,96373179469
2700;27;46,351909087569;100,282929331135
2720;27,2;100;5123187549718,93
2740;27,4;100;7150,27078082183
2743;27,43;100;13897,190379547
2760;27,6;99,6046388730936;33,5035870655478
2780;27,8;99,9999959373906;5247,9697654317
2792;27,92;99,9999999967877;213942,371581933
2800;28;98,9621317582385;6,16663327352695
2820;28,2;99,998715738976;705,647773856762
2840;28,4;100;5680,21774588915
2841;28,41;100;1517,63537298147
2860;28,6;99,9999999706251;170070,649272549
2880;28,8;100;155030482,534247
2890;28,9;99,9999993567516;18805,8760621237
2900;29;99,9999999950157;309611,342496591
2920;29,2;99,9688155066832;93,7819447248553
2939;29,39;99,9999999953266;95899,2301871029
2940;29,4;0,000331219191868356;100,789911278698
2960;29,6;99,9999999993281;991615,09314276
2980;29,8;100;57684,1661670784
2988;29,88;99,9999999997299;549250,552925751
3000;30;99,9854188933981;217,106059284064
3020;30,2;99,9999502829988;4221,31351033488
3037;30,37;100;69604,6184289992
3040;30,4;49,9358748378893;71,7697036564144
3060;30,6;100,001913785556;34912,8263701816
3080;30,8;99,9999752416625;2193,18630554912
3086;30,86;100;96533,7856725792
3100;31;99,9999862831398;6322,90465096369
3120;31,2;99,6184086298311;69,4958411663913
3135;31,35;99,9999979258187;19821,4335416864
3140;31,4;100,00899847931;14046,7565957099
3160;31,6;99,9999785993842;3712,28089899923
3180;31,8;100;1627,83883429668
3184;31,84;100;6161,34488969149
3200;32;93,5499045969432;103,230880982748
3220;32,2;99,9999999983878;383191,086468969
3233;32,33;100;46110229,9514568
3240;32,4;26,9518663000377;102,156931001935
3260;32,6;100;458690522,937306
3280;32,8;99,9999999997744;505022,387225475
3282;32,82;99,9999999999824;1670583,83423248
3300;33;100;192612005590,161
3320;33,2;99,9999999848521;60476,2090972913
3331;33,31;99,9999999916587;193415,836377193
3340;33,4;99,9999999717568;153059,174989344
3360;33,6;99,9999980731733;16978,3447524987
3380;33,8;99,9999999882042;78067,2669045429
3400;34;99,9999944939841;6640,85683940936
3420;34,2;99,9999999999984;3564006,8980456
3429;34,29;99,9999993818148;19352,6267392978
3440;34,4;99,9999990424618;39775,2625864463
3460;34,6;99,9999411890627;4296,54921792232
3478;34,78;100;19294706,9222108
3480;34,8;99,998962192293;4009,39751607159
3500;35;100;15619437701,9529
3520;35,2;99,9999925857398;5830,5702389011
3527;35,27;100;386690,009646489
3540;35,4;99,9999560683331;11097,8388440535
3560;35,6;99,9999999910588;249857,658230496
3576;35,76;99,9962024875759;210,499071198682
3580;35,8;6,55177854576362;102,736421334215
3600;36;99,514329660665;67,0165138986894
3620;36,2;100;276,368397057559
3625;36,25;100;1492,84541436396
3640;36,4;99,9999999999938;8437371,76764702
3660;36,6;99,9989729657849;1074,2076719448
3674;36,74;99,9999085059911;3746,2644130737
3680;36,8;28,3763116000138;114,363590601553
3700;37;99,9946369127066;338,273172106736
3720;37,2;100;1084826885,46356
3723;37,23;99,9999999778877;58592,7785776509
3740;37,4;29,4372393746826;120,613906201135
3760;37,6;99,9999431350534;3073,31194487501
3772;37,72;99,9999994300296;13978,6863245932
3780;37,8;68,5417476420739;105,014510757043
3800;38;99,9999632914219;1621,42445605703
3820;38,2;99,9999999997573;776737,024128825
3821;38,21;99,9999999998594;1063070,95265741
3840;38,4;99,9999998153615;49173,97330737
3860;38,6;99,9999848367985;3304,54678973471
3870;38,7;99,9999373942086;5709,42150672654
3880;38,8;35,1401268194292;105,66674784887
3900;39;99,8187438351848;48,9324080443657
3919;39,19;100;79604,0472192915
3920;39,2;0,0258280593304958;106,933555698883
3940;39,4;99,9999996184522;27252,1781573039
3960;39,6;100;17791,993371731
3968;39,68;99,9869206761219;193,585933241729
3980;39,8;37,321706912656;112,901859210221
4000;40;99,9999999992483;301165,405470697
4017;40,17;100;1527752841,16078
4020;40,2;99,9999988459783;91403,7639986251
4040;40,4;41,2323105454168;102,920019372283
4060;40,6;100;39,6407034420177
4066;40,66;100;26736,7488374714
4080;40,8;86,7622168348061;94,7123784910171
4100;41;100;35493870798,4806
4115;41,15;100;4544712,24835673
4120;41,2;24,3551227453465;101,954630754912
4140;41,4;99,7206274320736;26,0275087294017
4160;41,6;99,999999999974;2223250,2355725
4164;41,64;99,9999961986918;7865,04836427303
4180;41,8;99,9999999999571;1669933,6700293
4200;42;99,9996336423101;985,012285554354
4213;42,13;100;3147002,94505786
4220;42,2;99,9983590721461;1033,53885384873
4240;42,4;99,9999999999978;4869268,23387515
4260;42,6;99,999999997248;116161,640770571
4262;42,62;100;1371791675,40658
4280;42,8;25,3129644896169;105,795662644897
4300;43;99,9701235762978;32,4939333518779
4311;43,11;99,9991693186164;546,765420569626
4320;43,2;99,5696595714832;8,17563964847385
4340;43,4;100;5180,95269429291
4360;43,6;100;189670606,043996
4380;43,8;99,9987907824939;1620,56735477121
4400;44;99,9999999999858;3291041,80984136
4409;44,09;100;50455704,6267731
4420;44,2;99,9999999997819;1294569,20540166
4440;44,4;99,9999999996913;599462,684566907
4458;44,58;100;47816,1379742656
4460;44,6;99,9945319239549;1511,31009969585
4480;44,8;93,1631882888233;106,411714035412
4500;45;99,9999999828472;90730,9397748307
4507;45,07;99,9999871021371;7093,33930487111
4520;45,2;99,9934481925296;391,225470573699
4540;45,4;99,9999999152401;46531,8218293956
4556;45,56;99,9999999999983;4202546,57805172
4560;45,6;99,9975445332322;2654,0165452021
4580;45,8;99,9947375185049;1261,18969634697
4600;46;100;8557,87346844012
4605;46,05;100;6890,43416261727
4620;46,2;99,9472341686363;256,252234509493
4640;46,4;99,9993721510497;735,172095008563
4654;46,54;99,9999999191307;40143,7089170642
4660;46,6;99,999618735915;1803,10595966214
4680;46,8;99,999842816061;4180,8543871432
4700;47;99,9999902491387;12780,3398392936
4703;47,03;99,9999999999984;9812259,93492851
4720;47,2;99,9999999036924;44325,9785089291
4740;47,4;99,9975247832144;605,203500132478
4752;47,52;100;90821,932892566
4760;47,6;99,9999999999995;36428208,9689692
4780;47,8;99,9999999999995;18074498,790845
4800;48;99,9988308747173;905,590209601807
4801;48,01;99,9999999999926;4075342,91242243
4820;48,2;95,5906295958761;77,4722472762954
4840;48,4;99,99999994935;64470,3301299605
4850;48,5;99,9999999823508;140480,033665297
4860;48,6;99,9988604716122;767,001604470374
4880;48,8;99,9996651059984;2350,66065849792
4899;48,99;100;2939354,84535099
4900;49;2,24062045953099e-05;97,9469177993014
4920;49,2;99,9968365080944;1010,88472673748
4940;49,4;100;102,722624136318
4948;49,48;100;2860,78977193249
4960;49,6;99,9999179238544;1245,7661045057
4980;49,8;99,7499123536666;24,4921350033928
4997;49,97;100;4753944,49693241
5000;50;99,9999999999999;235782952,649114
5020;50,2;99,9890693473116;355,700630758035
5040;50,4;100;5243,31228916687
5046;50,46;100;17057,869722936
5060;50,6;43,663642643666;115,08845262086
5080;50,8;99,999920323223;3884,29852019674
5095;50,95;100;15237,1334762324
5100;51;30,0053901863177;104,357636793577
5120;51,2;99,9999988081105;13841,8407466707
5140;51,4;99,9999999587905;60556,1154158925
5144;51,44;100;222137507,772802
5160;51,6;99,9998038489542;1877,27613047509
5180;51,8;99,9999971793899;10406,5867662268
5193;51,93;100;260404,011193012
5200;52;99,9999999711978;274939,85173676
5220;52,2;99,9999767456547;9174,75979948369
5240;52,4;100;719497997,330142
5242;52,42;100;799311513,178984
5260;52,6;91,9246856456645;89,2399974308741
5280;52,8;99,7224465116788;1,37824236155536
5291;52,91;100;596,729458752565
5300;53;34,2667203469654;107,309851594425
5320;53,2;99,9984871670625;455,142214058012
5340;53,4;99,9999998960822;38305,8940479479
5360;53,6;96,017623941902;81,6176412937549
5380;53,8;99,9999958732561;6697,27449000268
5389;53,89;100;417459,725209814
5400;54;99,9887453203239;235,147403225965
5420;54,2;99,9688529304267;13,5124892250226
5438;54,38;100;343157,971508872
5440;54,4;2,99661134513029e-06;97,2612869665027
5460;54,6;99,9871890817653;552,59968368455
5480;54,8;100;39431767370,5986
5487;54,87;100;15188265185,688
5500;55;99,8211853468026;13,1957638302961
5520;55,2;99,9618137722095;7,65288375226847
5536;55,36;100;5125,62126342469
5540;55,4;99,9999994372772;171620,37408522
5560;55,6;99,9999999999986;9130631,67069726
5580;55,8;99,9999999978948;308328,209156042
5585;55,85;99,9999999449055;45968,6206487275
5600;56;99,9945300400287;966,110971513863
5620;56,2;99,9986595176845;885,70515309963
5634;56,34;100;19237260,080153
5640;56,4;99,9966559022858;878,57815200351
5660;56,6;99,9999999116357;56308,9990174224
5680;56,8;100;248825,514729877
5683;56,83;99,9993702477033;428,069599506991
5700;57;99,9999999986436;464819,924023466
5720;57,2;100;9031,98888297309
5732;57,32;99,9999999999389;1055836,06488335
5740;57,4;99,9994864039149;2522,87739698264
5760;57,6;100;71,5644958999245
5780;57,8;99,9998854309919;2369,37669407506
5781;57,81;99,999896284901;2316,79715096934
5800;58;99,99997525657;10294,095110701
5820;58,2;99,7713809732862;63,5298871707889
5830;58,3;100;346,243340676134
5840;58,4;99,9936766885584;970,328846717243
5860;58,6;99,9917310071132;181,670561148014
5879;58,79;99,9999999999915;2318249,56014071
5880;58,8;2,78057931925368e-05;96,3223705464043
5900;59;99,9999548221805;5410,14581703699
5920;59,2;99,2708794512152;54,6077860146478
5928;59,28;99,9250177748994;66,2998831923474
5940;59,4;88,2963826601541;72,32989525481
5960;59,6;100;270317,581683132
5977;59,77;99,9999944690778;3814,1525926492
5980;59,8;77,8047298959009;56,8264757305327
6000;60;99,9999537540112;6452,24990387452
6020;60,2;100;9905,68661758491
6026;60,26;100;33208,1775464759
6040;60,4;99,9993962845675;1079,85118325286
6060;60,6;100;1053,5129997718
6075;60,75;100;2353,89979453229
6080;60,8;99,9959398431471;1542,05770240637
6100;61;99,776238694784;23,066067119933
6120;61,2;100;124469,067023981
6124;61,24;100;2499981,55531798
6140;61,4;99,9999999999909;7714428,86940826
6160;61,6;99,9475392522242;17,5187499733495
6173;61,73;99,9999998989632;30841,8912037233
6180;61,8;97,3735234793551;85,2278761597911
6200;62;99,9999345442986;2457,82016786825
6220;62,2;99,9978967238183;441,090266733912
6222;62,22;99,9983420785966;522,146559859412
6240;62,4;99,2026808771307;2,84735491382648
6260;62,6;99,9999999210357;44482,4563450763
6271;62,71;99,9999999867154;90679,9253281456
6280;62,8;99,999281409766;1915,34771293062
6300;63;89,5249801221447;104,89830147365
6320;63,2;99,9999997518068;26225,3519757907
6340;63,4;99,9998526065959;3339,36071343871
6360;63,6;100;24448,380188896
6369;63,69;99,999994728566;3639,30192331276
6380;63,8;68,1277367282419;103,337174503823
6400;64;99,9996291293884;1044,98093920032
6418;64,18;100;197975,499038335
6420;64,2;45,852676260778;76,8668427207503
6440;64,4;99,9999999985098;431120,934564992
6460;64,6;99,9995709324855;637,546909795085
6467;64,67;100;95227120,6614964
6480;64,8;100;940676242,422398
6500;65;99,9972498441464;203,284810722973
6516;65,16;99,999525096336;1831,14470024917
6520;65,2;22,2214126065852;121,196220925375
6540;65,4;72,4006372107171;124,392333553549
6560;65,6;100;84411630,5898399
6565;65,65;99,9999200834741;3730,99281686042
6580;65,8;99,7598224887399;16,3902110186653
6600;66;100;161,572675951956
6614;66,14;100;97144,8364456367
6620;66,2;95,8957390754095;86,4013174755792
6640;66,4;99,9999953273904;14324,6037931598
6660;66,6;99,9176821616702;51,8580680145474
6663;66,63;99,999998523078;13906,0655987562
6680;66,8;51,6945177099273;110,967980725614
6700;67;99,9985382490928;467,558843658325
6712;67,12;99,9999944248381;6467,26474711675
6720;67,2;43,1002181841173;114,844475629165
6740;67,4;99,9020829389818;54,7196359804458
6760;67,6;100;6151,57350946709
6761;67,61;100;18454,1910225513
6780;67,8;99,9999904235963;11882,2889667394
6800;68;99,9999994090618;27226,8324714198
6810;68,1;100;84782,2295628235
6820;68,2;98,1404454551153;66,4181054438385
6840;68,4;99,9053500475517;12,6161402174102
6859;68,59;99,9999999999999;18813569,0087285
6860;68,6;4,03241168412988e-05;102,698725393042
6880;68,8;99,9999993789709;64110,7072279138
6900;69;99,9999999990574;333304,432806313
6908;69,08;99,9833779823899;58,789410693434
6920;69,2;40,2940156270904;111,071172626174
6940;69,4;99,9996467649188;1557,94684561629
6957;69,57;99,999999999904;764723,160831681
6960;69,6;99,9999749947245;39839,2386041859
6980;69,8;99,9999999991436;602753,829184368
7000;70;99,9999991925821;14804,5106100294
7006;70,06;100;105421,117987473
7020;70,2;99,7825446534036;53,4329887429709
7040;70,4;99,9999716099433;2746,83491668945
7055;70,55;100;95562696,3357953
7060;70,6;99,998405861003;1883,61496457677
7080;70,8;97,9784872329314;91,2435944228936
7100;71;100;36124,909936777
7104;71,04;100;107959,271425616
7120;71,2;84,8449608329713;92,2562993729277
7140;71,4;99,9999999140396;33067,0063061267
7153;71,53;100;3240298,51156389
7160;71,6;31,8256802590593;88,7443803374996
7180;71,8;100;627143138,72723
7200;72;99,996398198801;472,500264343028
7202;72,02;99,9936462856923;526,139938367828
7220;72,2;19,7709490661955;96,3268221465651
7240;72,4;99,9994153133443;650,425663710952
7251;72,51;99,8366279621687;24,9218663738932
7260;72,6;95,3142721922893;73,8430141463855
7280;72,8;99,9392415013046;29,8368818165242
7300;73;100;67206,9429957017
7320;73,2;72,116761060625;95,5975044132706
7340;73,4;100;468,40217998979
7349;73,49;100;169324,639703336
7360;73,6;99,9858199988923;101,728167482761
7380;73,8;99,9999948908709;10781,1834275262
7398;73,98;99,999868513514;1545,00872239476
7400;74;0,000341070121143598;107,095900740067
7420;74,2;99,2933567086586;60,4647343992685
7440;74,4;99,9999481042791;1654,9485582315
7447;74,47;99,999998537454;14444,8866820967
7460;74,6;98,433674631333;36,2822459009174
7480;74,8;99,9720824285621;27,5541157760711
7496;74,96;99,8401323220411;60,7880455146067
7500;75;99,9999999640177;311308,599821764
7520;75,2;89,4792188210716;101,706113706466
7540;75,4;99,9997463600702;2541,91517949156
7545;75,45;99,9999994396206;28452,9435960592
7560;75,6;99,5651592773094;28,3510469790344
7580;75,8;99,9999972634394;14110,2158408359
7594;75,94;100;161969,44011648
7600;76;87,5204901811044;89,8457242554325
7620;76,2;99,9868291874723;340,420104710031
7640;76,4;99,9999386445924;2573,95078355322
7643;76,43;99,9999934412834;6417,47388160046
7660;76,6;99,9999830821482;12242,8545860102
7680;76,8;98,6261664992363;51,4942018264251
7692;76,92;100;513,372811077896
7700;77;99,99997679633;11572,6541709806
7720;77,2;99,9570953645059;214,182811238057
7740;77,4;99,9999999999998;17926108,5554474
7741;77,41;100;37203812,4166963
7760;77,6;99,7551929145158;18,3969638111637
7780;77,8;100;84,9459249269517
7790;77,9;99,9998460586412;1153,16820603778
7800;78;98,7013595784858;53,5916650189863
7820;78,2;98,1757805472281;60,322636270555
7839;78,39;100;67960,3390481641
7840;78,4;0,000714087549231;106,777817533672
7860;78,6;25,2534860077569;113,369148920971
7880;78,8;99,9999439830106;3777,93117566376
7888;78,88;99,999999961728;68943,802152173
7900;79;96,151388225199;68,6853368818386
7920;79,2;99,9999999999234;1075449,65422632
7937;79,37;100;462121,358820428
7940;79,4;79,8636124351653;61,9678836415599
7960;79,6;99,9999649930181;4455,03313663627
7980;79,8;99,8500435638631;29,2418822847073
7986;79,86;99,9999958328359;5546,60166882743
8000;80;99,0310512049597;44,1294936789193
8020;80,2;99,999999999566;694979,426208755
8035;80,35;100;12113,5513269978
8040;80,4;97,908610902034;22,4636910965392
8060;80,6;72,138381129798;109,956001640662
8080;80,8;99,9999998870673;35928,0237986056
8084;80,84;100;190744,661052816
8100;81;99,9999733744661;8187,71860014075
8120;81,2;99,9999998946646;69037,9417308038
8133;81,33;99,9999999464238;40133,613346932
8140;81,4;99,7650205830733;128,378632688492
8160;81,6;100;77,5005615556733
8180;81,8;100;3747,94297934458
8182;81,82;100;7080,32975276541
8200;82;75,0969103541521;84,6283346876024
8220;82,2;99,9999999972268;126979,502207749
8231;82,31;100;286890,262282327
8240;82,4;30,1138799680267;99,5957561790725
8260;82,6;98,1072092946595;74,4099272796749
8280;82,8;99,9999989367431;8913,31887212459
8300;83;99,7676891355748;3,41461571105473
8320;83,2;100;105,208306465995
8329;83,29;99,9998722887487;1098,44309426883
8340;83,4;24,736707049151;105,460000855349
8360;83,6;99,9509646925818;105,33161537028
8378;83,78;100;34354752,4277863
8380;83,8;4,97138446931353;101,652758034332
8400;84;99,9999999999711;3002667,76054387
8420;84,2;99,9999999962226;212982,731896225
8427;84,27;99,9999712701681;2628,5277348357
8440;84,4;99,0179822677626;26,6322981920106
8460;84,6;99,626064618667;76,5133100346039
8476;84,76;99,9996801152201;1230,1292234027
8480;84,8;14,8539756091525;102,929232250543
8500;85;99,9956401511662;630,66540994564
8520;85,2;99,8918667912764;17,769384711171
8525;85,25;99,96244702516;45,1427822747631
8540;85,4;39,2916671310972;107,577163068001
8560;85,6;99,999969135681;3249,05117474545
8574;85,74;99,9998509165482;1423,06570867747
8580;85,8;27,2027531410328;97,8515024197282
8600;86;99,9885788825303;249,283038783023
8620;86,2;100;67875,0846135226
8623;86,23;100;183798,066531087
8640;86,4;83,7247238285353;85,8027276301715
8660;86,6;95,6605536918554;91,9484573572983
8672;86,72;100;65,3474359167025
8680;86,8;99,9824440550208;540,260441128475
8700;87;99,991017660456;317,9544939245
8720;87,2;99,9998929806046;2716,34321374256
8721;87,21;99,9999368926783;2805,71432034703
8740;87,4;99,9999999998059;1421331,08187012
8760;87,6;99,9993811949589;1129,05179609609
8770;87,7;100;26126,1488252752
8780;87,8;99,9999986780465;27614,5250943665
8800;88;100;392948827,892818
8819;88,19;99,8615814056017;33,9875665616593
8820;88,2;3,34012634029709;96,6254995942143
8840;88,4;57,9807229212921;94,9189763068434
8860;88,6;99,9994413487823;998,361107547689
8868;88,68;100;8434,06905778355
8880;88,8;43,6047450417426;103,098030881303
8900;89;100;17,7000319634489
8917;89,17;100,000000416781;20283,991513644
8920;89,2;6,35420390801193;104,613559887216
8940;89,4;70,2161409016933;107,498720703559
8960;89,6;100;751,221071513844
8966;89,66;100;1526,96644784821
8980;89,8;99,9999993990416;59966,9154531763
9000;90;99,9999999994424;566784,391582445
9015;90,15;100;16663,5486138805
9020;90,2;20,0644302049071;100,57612966015
9040;90,4;99,9572175938158;209,190075577347
9060;90,6;100;39217,8747849729
9064;90,64;100;98812,0679769827
9080;90,8;27,6376632239375;99,1786551058188
9100;91;100;62,4947820034696
9113;91,13;100;206,427674332849
9120;91,2;15,8801634920538;95,0475820615995
9140;91,4;99,9999645839723;3187,16850034702
9160;91,6;99,995793362263;164,566892752598
9162;91,62;100;14187,9565350806
9180;91,8;27,8887795318182;99,792029724582
9200;92;98,4961786969468;56,7512487392368
9211;92,11;99,9999998106757;32264,3470493074
9220;92,2;25,6764819679364;91,0112033657341
9240;92,4;62,7716381427063;98,482119687488
9260;92,6;99,992294461143;86,3241064195496
9280;92,8;99,9999999920885;189531,579179223
9300;93;99,9999904114482;5987,92188016675
9309;93,09;99,9999999997695;905759,95268656
9320;93,2;36,7121947102676;101,742940534388
9340;93,4;99,9957234551534;177,763964586786
9358;93,58;100;469,35965396232
9360;93,6;4,47267209910784;101,202634217035
9380;93,8;99,9999999248024;35298,6366975833
9400;94;99,9999997914223;34864,7964442595
9407;94,07;99,9999999470497;57571,2305489952
9420;94,2;30,3191737586354;96,0473899807449
9440;94,4;99,8731562014124;59,584528746512
9456;94,56;100;2465,72834135291
9460;94,6;33,8485819307403;92,523977096956
9480;94,8;99,9976430742351;342,223888640853
9500;95;100;8281,22109929128
9505;95,05;100;1025,52189482668
9520;95,2;64,5475889259807;104,665608765347
9540;95,4;99,9995639599756;533,953446546622
9554;95,54;99,998845880816;508,388763296832
9560;95,6;36,1679929517186;110,216077833173
9580;95,8;99,9228966537056;28,0551296138618
9600;96;99,9999992411376;23084,5734035314
9603;96,03;99,9999767000102;4948,40892535443
9620;96,2;38,1941486176567;113,465710643755
9640;96,4;99,9998902014581;1423,97547486236
9652;96,52;99,9999994508602;26281,1965515178
9660;96,6;36,2325454002446;110,267542842522
9680;96,8;85,9111321684564;99,3815518294431
