step;time_ps;potential_energy_kJ_mol;kinetic_energy_kJ_mol;total_energy_kJ_mol;temperature_K
238;2,38;0,00913051845768887;167287,414291183;167287,423421702;6706,68376193628
239;2,39;0,0749387013598985;164020,63683769;164020,711776391;6575,71608935889
240;2,4;0,0923474982965327;161067,38174446;161067,474091958;6457,317774324
241;2,41;0,0539699092902872;158255,456189404;158255,510159313;6344,58547142019
242;2,42;0;155090,69430679;155090,69430679;6217,70768316306
243;2,43;0;152225,917507692;152225,917507692;6102,85653239662
244;2,44;0;149293,970971654;149293,970971654;5985,31249414706
245;2,45;10154374054,2599;2,96750979121219e+18;2,96750980136657e+18;1,18969797067146e+17
246;2,46;136,314504187622;1,16349966837988e+19;1,16349966837988e+19;4,66456150691596e+17
247;2,47;63,5616010504097;1,14046083130483e+19;1,14046083130483e+19;4,57219700050058e+17
248;2,48;32,6478990516513;1,11787819374289e+19;1,11787819374289e+19;4,48166143374554e+17
249;2,49;14,9972300690867;1,09574272234035e+19;1,09574272234035e+19;4,39291859122674e+17
250;2,5;5,72290216704661;1,07404556259804e+19;1,07404556259804e+19;4,30593297456184e+17
251;2,51;2,97550214239991;1,05277803554316e+19;1,05277803554316e+19;4,22066978906769e+17
252;2,52;3,84081975501441;1,031931633784e+19;1,031931633784e+19;4,13709492794297e+17
253;2,53;5,49322103408978;1,01149801847435e+19;1,01149801847435e+19;4,05517496009868e+17
254;2,54;7,43544704396153;9,9146901585463e+18;9,9146901585463e+18;3,97487711629101e+17
255;2,55;9,08020408050772;9,71836613875131e+18;9,71836613875131e+18;3,89616927558368e+17
256;2,56;9,94642409708407;9,52592959432749e+18;9,52592959432749e+18;3,81901995426989e+17
257;2,57;9,96061684034246;9,33730354975875e+18;9,33730354975875e+18;3,74339829226097e+17
258;2,58;9,49140497161454;9,15241255294116e+18;9,15241255294116e+18;3,66927404021614e+17
259;2,59;8,81461393079095;8,97118264149386e+18;8,97118264149386e+18;3,5966175460363e+17
260;2,6;7,87434236533213;8,79354132447806e+18;8,79354132447806e+18;3,52539974753503e+17
261;2,61;7,27459511339878;8,61941754083637e+18;8,61941754083637e+18;3,45559215577657e+17
262;2,62;7,52983750377125;8,4487416384951e+18;8,4487416384951e+18;3,38716684669782e+17
263;2,63;8,91898693355881;8,28144534424815e+18;8,28144534424815e+18;3,32009644903448e+17
264;2,64;10,6105545458587;8,11746173999836e+18;8,11746173999836e+18;3,25435413479609e+17
