n_update,cutoff_factor,cutoff_radius_nm,seed,original_runtime_s,optimized_runtime_s,speedup,list_force_relative_l2,cutoff_force_relative_l2,total_force_relative_l2,list_force_absolute_l2_kJ_per_mol_nm,cutoff_force_absolute_l2_kJ_per_mol_nm,total_force_absolute_l2_kJ_per_mol_nm,list_energy_absolute_error_kJ_mol,cutoff_energy_absolute_error_kJ_mol,total_energy_absolute_error_kJ_mol,n_missing_pairs_max,missed_pair_fraction_max
10,12.0,4.08,3,38.47436808299972,0.11936595797305927,322.3227856277359,0.00011923798714119348,0.0002070560542549718,0.00024081343260316774,1.5810226750478975e-05,1.793420116965646e-05,2.383099560782132e-05,2.067309712980303e-05,0.00019690626199801373,0.00021374981570512763,10,0.07692307692307693
14,14.0,4.760000000000001,2,38.32349537499249,0.09227412496693432,415.32223024304375,6.355697222021906e-05,6.515100101247927e-05,9.046178614408427e-05,7.618149877437037e-06,7.642426006087235e-06,1.0717944227442412e-05,1.4876972829959423e-05,0.0001196306308080819,0.00013231162389904655,20,0.10101010101010101
9,7.5,2.5500000000000003,1,37.92647200002102,0.11096525000175461,341.7869287855551,0.004734813484570928,0.005119513573250808,0.006967022217634662,0.0002694745904503855,0.00022823821475424628,0.00034597607020115794,0.00015584657547687564,0.0007299877750631123,0.0008858343505399879,5,0.1111111111111111
14,5.0,1.7000000000000002,3,38.47436808299972,0.06816424999851733,564.4361682822973,0.23301599625388575,0.02578661073320809,0.23436204450412865,0.021107260820303234,0.00283965278475488,0.021236186648779885,0.0042808637395907664,0.003547599795954509,0.007080199270131114,4,0.4
14,11.0,3.74,2,38.32349537499249,0.08190999994985759,467.8732193682429,0.000271731426890384,0.00021481547327619017,0.00034627219946764765,4.810746475802897e-05,2.4563526218023506e-05,5.401137680061016e-05,3.7135419332902375e-05,0.00021953192903587798,0.0002458103113737453,11,0.102803738317757
11,12.0,4.08,3,38.47436808299972,0.10842541698366404,354.8463926018055,0.00012452730414967147,0.00019898998397439616,0.00023699537060417364,1.1194015210544861e-05,1.848441212331641e-05,2.144839379183384e-05,1.322301480733215e-05,0.00020042178537551733,0.0002134984527463503,8,0.058823529411764705
10,15.0,5.1000000000000005,3,38.47436808299972,0.13208508299430832,291.2847326193346,3.00772483425839e-05,6.043017555485021e-05,6.772017112458578e-05,2.4380371366217394e-06,5.143218735926145e-06,5.722905494427128e-06,4.605233745819115e-06,9.623161925044824e-05,0.00010059827481051498,11,0.04
12,5.0,1.7000000000000002,1,37.92647200002102,0.0776530000148341,488.40961704990025,0.14405754687345815,0.08497074957682613,0.1668094750198188,0.005676673276486534,0.002756139597585747,0.006270632638369911,0.0016737764550014689,0.003538230931573849,0.005212007386575318,3,0.2727272727272727
13,7.5,2.5500000000000003,1,37.92647200002102,0.07330037496285513,517.4117051821387,0.0062209007102251405,0.004985498113272833,0.007966522854784316,0.00037827805731144136,0.00023504094306948245,0.00044507614081512343,0.00023551324367562104,0.0007453170511963758,0.0009751092920757196,6,0.13333333333333333
10,3.0,1.02,3,38.47436808299972,0.09224870795151219,417.0721621729665,0.9991490538056205,0.6028015497678265,0.9991491496977793,2.20744617034188,0.048455113900329874,2.2074909403583605,0.15730673133880255,0.015304646224599974,0.16508304123072012,1,0.5
9,1.0,0.34,1,37.92647200002102,0.09830045799026266,385.8219257104367,,1.0,1.0,0.0,0.21986752074990257,0.21986752074990257,0.0,0.038376928414527015,0.038376928414527015,0,0.0
13,13.0,4.42,1,37.92647200002102,0.08866250002756715,427.76226689106255,0.0002374652979640552,0.00023598486841545574,0.0003327923366788872,1.0858346790516629e-05,1.1304044227202339e-05,1.5217284102990265e-05,2.1650921281732988e-05,0.00014948294243743304,0.00016484659092309492,19,0.10497237569060773
10,2.0,0.68,3,38.47436808299972,0.09463604097254574,406.5509047886024,1.0,1.0,1.0,2.20744617034188,0.13165656454236493,2.2093249116900386,0.15730673133880255,0.02878292952280317,0.17489307193692039,1,1.0
9,1.0,0.34,2,38.32349537499249,0.0977262919768691,392.151330003018,,1.0,1.0,0.0,5.768765163639748,5.768765163639748,0.0,0.4265496479204426,0.4265496479204426,0,0.0
12,2.0,0.68,3,38.47436808299972,0.07593387499218807,506.68253249235454,1.0,1.0,1.0,1.7146201694647323,0.1600864020486942,1.7149228593414294,0.12580355565995716,0.030017823086995275,0.13736089693570935,1,1.0
